STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2001,,5002,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2002,,4215,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2003,,3704,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2004,,5350,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2005,,7773,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2006,,9832,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2007,,12546,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2008,,10288,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2009,,3921,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2010,,3948,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2011,,4073,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2012,,4960,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2013,,6406,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2014,,5368,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2015,,5635,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2016,,8710,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2017,,12116,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2018,,11830,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2019,,9872,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2020,,8544,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2021,,8996,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2022,,14878,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IS,Iceland,2023,,11235,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,1995,,96710,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,1996,,171967,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,1997,,162857,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,1998,,156885,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,1999,,185052,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2000,,226968,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2001,,208252,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2002,,213202,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2003,,440301,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2004,,414880,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2005,,304960,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2006,,279714,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2007,,527123,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2008,,534712,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2009,,442940,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2010,,458856,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2011,,385793,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2012,,350772,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2013,,307454,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2014,,277631,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2015,,280078,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2016,,300823,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2017,,343440,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2018,,332324,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2019,,332778,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2020,,247526,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2021,,318366,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2022,,410985,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,IT,Italy,2023,,439658,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2008,,578,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2009,,584,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2010,,591,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2011,,650,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2012,,671,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2013,,696,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2014,,615,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2015,,657,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2016,,607,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2017,,645,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2018,,649,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2019,,727,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2020,,713,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2021,,669,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2022,,770,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LI,Liechtenstein,2023,,716,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,1995,,2020,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,1996,,3025,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,1997,,2536,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,1998,,2706,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,1999,,2679,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2000,,1510,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2001,,4694,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2002,,5110,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2003,,4728,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2004,,5553,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2005,,6789,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2006,,7745,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2007,,8609,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2008,,9297,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2009,,6487,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2010,,5213,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2011,,15685,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2012,,28797,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2013,,30924,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2014,,33544,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2015,,31085,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2016,,31395,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2017,,33305,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2018,,37420,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2019,,46526,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2020,,46020,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2021,,44858,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2022,,87367,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2023,,66682,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,1995,,10337,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,1996,,10027,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,1997,,10423,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,1998,,11630,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,1999,,12794,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2000,,11765,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2001,,12135,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2002,,12101,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2003,,13158,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2004,,12872,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2005,,14397,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2006,,14352,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2007,,16675,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2008,,17758,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2009,,15751,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2010,,16962,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2011,,20268,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2012,,20478,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2013,,21098,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2014,,22332,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2015,,23803,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2016,,22888,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2017,,24379,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2018,,24644,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2019,,26668,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2020,,22490,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2021,,25335,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2022,,31433,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2023,,26964,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,1995,,2799,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,1996,,2747,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,1997,,2913,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,1998,,3123,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,1999,,1813,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2000,,6483,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2001,,5376,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2002,,6642,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2003,,4063,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2004,,4844,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2005,,6691,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2006,,8212,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2007,,7517,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2008,,4678,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2009,,3731,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2010,,4011,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2011,,10234,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2012,,13303,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2013,,8299,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2014,,10365,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2015,,9479,,,,,
