STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2017,,21.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2018,,19.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2019,,17.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2020,,16.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2021,,14.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2022,,12.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2023,,11.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EL,Greece,2024,,10.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,1995,,22.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,1996,,22.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,1997,,20.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,1998,,18.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,1999,,15.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2000,,13.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2001,,10.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2002,,11.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2003,,11.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2004,,11.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2005,,9.2,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2006,,8.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2007,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2008,,11.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2009,,17.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2010,,19.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2011,,21.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2012,,24.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2013,,26.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2014,,24.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2015,,22.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2016,,19.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2017,,17.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2018,,15.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2019,,14.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2020,,15.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2021,,14.9,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2022,,13.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2023,,12.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,ES,Spain,2024,,11.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2002,,9.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2003,,9.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2004,,9.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2005,,9.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2006,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2007,,7.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2008,,7.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2009,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2010,,9.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2011,,9.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2012,,10.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2013,,11.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,,10.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2015,,10.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,7.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,6.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,7.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,7.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,6.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,6.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,5.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,1995,,17.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,1996,,15.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,1997,,15.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,1998,,13.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,1999,,11.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2000,,11.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2001,,10.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2002,,10.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2003,,10.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2004,,10.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2005,,8.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2006,,7.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2007,,6.9,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2008,,6.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2009,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2010,,8.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2011,,7.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2012,,7.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2013,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2014,,8.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2015,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2016,,8.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2017,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2018,,7.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2019,,6.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2020,,7.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2021,,7.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2022,,6.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2023,,7.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FI,Finland,2024,,8.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,1995,,11.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,1996,,12.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,1997,,12.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,1998,,12.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,1999,,12.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2000,,10.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2001,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2002,,8.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2003,,8.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2004,,8.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2005,,8.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2006,,8.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2007,,7.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2008,,7.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2009,,8.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2010,,8.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2011,,8.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2012,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2013,,9.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2014,,10.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2015,,10.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2016,,10.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2017,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2018,,9.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2019,,8.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2020,,8.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2021,,7.9,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2022,,7.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2023,,7.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,FR,France,2024,,7.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2002,,15.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2003,,14.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2004,,13.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2005,,12.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2006,,11.2,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2007,,9.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2008,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2009,,9.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,T,Total,Y15-74,From 15 to 74 years,TOTAL,Total,HR,Croatia,2010,,11.7,,,,,
