STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FI,Finland,2020,,332,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FI,Finland,2021,,297,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FI,Finland,2022,,323,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FI,Finland,2023,,322,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FI,Finland,2024,,340,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2004,,3613,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2005,,3526,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2006,,3536,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2007,,3745,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2008,,3440,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2009,,3484,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2010,,3743,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2011,,4018,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2012,,4069,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2013,,3946,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2014,,3791,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2015,,4001,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2016,,3891,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2017,,3913,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2018,,4142,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2019,,3991,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2020,,4159,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2021,,4133,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2022,,4661,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2023,,4625,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,FR,France,2024,,4792,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2010,,404,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2011,,405,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2012,,398,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2013,,385,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2014,,383,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2015,,391,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2016,,372,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2017,,376,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2018,,356,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2019,,336,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2020,,325,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2021,,328,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2022,,291,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2023,,310,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HR,Croatia,2024,,334,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2005,,653,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2006,,765,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2007,,579,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2008,,581,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2009,,597,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2010,,586,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2011,,674,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2012,,685,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2013,,719,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2014,,716,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2015,,717,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2016,,664,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2017,,601,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2018,,545,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2019,,639,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2020,,630,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2021,,559,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2022,,594,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2023,,587,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,HU,Hungary,2024,,609,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2003,,381,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2004,,380,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2005,,390,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2006,,372,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2007,,349,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2008,,321,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2009,,331,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2010,,325,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2011,,343,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2012,,367,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2013,,358,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2014,,379,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2015,,377,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2016,,380,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2017,,350,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2018,,325,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2019,,323,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2020,,285,,b,break in time series,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2021,,299,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2022,,325,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2023,,301,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IE,Ireland,2024,,331,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2004,,14,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2005,,14,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2006,,13,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2007,,14,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2008,,15,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2009,,14,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2010,,15,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2011,,13,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2012,,13,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2013,,15,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2014,,13,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2015,,15,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2016,,14,,,,,
dataflow,ESTAT:ILC_LI02(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),M,Males,TOTAL,Total,IS,Iceland,2017,,16,,,,,
